Generation,Log Loss
0,2.442392349243164
1,2.412919044494629
2,2.401628017425537
3,2.386016368865967
4,2.3688085079193115
5,2.353031635284424
6,2.340953826904297
7,2.337657928466797
8,2.3207125663757324
9,2.3071510791778564
10,2.2998499870300293
11,2.2998499870300293
12,2.2975687980651855
13,2.2959680557250977
14,2.292556047439575
15,2.287230968475342
16,2.283964157104492
17,2.277024745941162
18,2.277024745941162
19,2.2740981578826904
20,2.2699153423309326
21,2.265277147293091
22,2.265277147293091
23,2.263950824737549
24,2.2583529949188232
25,2.2558412551879883
26,2.25566029548645
27,2.2510457038879395
28,2.2483103275299072
29,2.246525526046753
30,2.2391481399536133
31,2.2345569133758545
32,2.2345569133758545
33,2.2258460521698
34,2.2258460521698
35,2.224052906036377
36,2.2148475646972656
37,2.2148475646972656
38,2.200538396835327
39,2.200538396835327
40,2.200538396835327
41,2.189962387084961
42,2.1767895221710205
43,2.1724846363067627
44,2.1649887561798096
45,2.1614816188812256
46,2.154186487197876
47,2.1473896503448486
48,2.1473896503448486
49,2.147188663482666
50,2.1392698287963867
51,2.123586893081665
52,2.1223626136779785
53,2.1223626136779785
54,2.1223626136779785
55,2.1138360500335693
56,2.107008218765259
57,2.0983216762542725
58,2.095227003097534
59,2.0910117626190186
60,2.0846312046051025
61,2.0712270736694336
62,2.0712270736694336
63,2.0590429306030273
64,2.0458619594573975
65,2.0458619594573975
66,2.0358686447143555
67,2.0358686447143555
68,2.0220258235931396
69,2.018616199493408
70,2.014113426208496
71,2.003067970275879
72,2.003067970275879
73,2.003067970275879
74,1.9874820709228516
75,1.9874820709228516
76,1.9874820709228516
77,1.9777849912643433
78,1.9631140232086182
79,1.9580928087234497
80,1.9580928087234497
81,1.9436050653457642
82,1.9351338148117065
83,1.9351338148117065
84,1.9351338148117065
85,1.9268064498901367
86,1.9020533561706543
87,1.9020533561706543
88,1.9020533561706543
89,1.8946524858474731
90,1.8946524858474731
91,1.8844162225723267
92,1.8688759803771973
93,1.8688759803771973
94,1.8545414209365845
95,1.8436564207077026
96,1.8431711196899414
97,1.832901954650879
98,1.8046150207519531
99,1.8046150207519531
100,1.8018267154693604
101,1.8018267154693604
102,1.794065237045288
103,1.7822867631912231
104,1.742908239364624
105,1.7216671705245972
106,1.6925415992736816
107,1.6925415992736816
108,1.6925415992736816
109,1.6925415992736816
110,1.6925415992736816
111,1.6925415992736816
112,1.6407935619354248
113,1.6407935619354248
114,1.6407935619354248
115,1.6319005489349365
116,1.6319005489349365
117,1.6161912679672241
118,1.6161912679672241
119,1.6161912679672241
120,1.6161912679672241
121,1.6161912679672241
122,1.6161912679672241
123,1.6043531894683838
124,1.6043531894683838
125,1.595497965812683
126,1.595497965812683
127,1.595497965812683
128,1.595497965812683
129,1.595497965812683
130,1.5872122049331665
131,1.5811398029327393
132,1.5811398029327393
133,1.5774524211883545
134,1.5774524211883545
135,1.5774524211883545
136,1.568560242652893
137,1.568560242652893
138,1.554167628288269
139,1.554167628288269
140,1.554167628288269
141,1.554167628288269
142,1.554167628288269
143,1.554167628288269
144,1.502502202987671
145,1.502502202987671
146,1.502502202987671
147,1.502502202987671
148,1.502502202987671
149,1.4861938953399658
150,1.4861938953399658
151,1.4861938953399658
152,1.4861938953399658
153,1.4861938953399658
154,1.4698899984359741
155,1.4698899984359741
156,1.4698899984359741
157,1.4698899984359741
158,1.4698899984359741
159,1.4698899984359741
160,1.4698899984359741
161,1.4204869270324707
162,1.4204869270324707
163,1.4204869270324707
164,1.4204869270324707
165,1.4204869270324707
166,1.4204869270324707
167,1.4204869270324707
168,1.4204869270324707
169,1.4082844257354736
170,1.4082844257354736
171,1.4082844257354736
172,1.4082844257354736
173,1.4082844257354736
174,1.4082844257354736
175,1.4082844257354736
176,1.4082844257354736
177,1.4082844257354736
178,1.4082844257354736
179,1.396804928779602
180,1.396804928779602
181,1.396804928779602
182,1.396804928779602
183,1.396804928779602
184,1.396804928779602
185,1.396804928779602
186,1.396804928779602
187,1.396804928779602
188,1.396804928779602
189,1.396804928779602
190,1.396804928779602
191,1.396804928779602
192,1.396804928779602
193,1.3939489126205444
194,1.3939489126205444
195,1.3939489126205444
196,1.3939489126205444
197,1.3939489126205444
198,1.3939489126205444
199,1.3939489126205444
200,1.3939489126205444
201,1.3939489126205444
202,1.3939489126205444
203,1.3939489126205444
204,1.3939489126205444
205,1.3939489126205444
206,1.3939489126205444
207,1.3939489126205444
208,1.3939489126205444
209,1.3939489126205444
210,1.3939489126205444
211,1.3839333057403564
212,1.3839333057403564
213,1.3839333057403564
214,1.372523307800293
215,1.372523307800293
216,1.372523307800293
217,1.372523307800293
218,1.3686223030090332
219,1.3686223030090332
220,1.3686223030090332
221,1.3686223030090332
222,1.3686223030090332
223,1.3686223030090332
224,1.3686223030090332
225,1.3686223030090332
226,1.3686223030090332
227,1.3686223030090332
228,1.3686223030090332
229,1.3686223030090332
230,1.3686223030090332
231,1.3686223030090332
232,1.3686223030090332
233,1.3686223030090332
234,1.3686223030090332
235,1.3686223030090332
236,1.3686223030090332
237,1.3686223030090332
238,1.3686164617538452
239,1.3686164617538452
240,1.355162501335144
241,1.355162501335144
242,1.355162501335144
243,1.355162501335144
244,1.355162501335144
245,1.355162501335144
246,1.355162501335144
247,1.355162501335144
248,1.329199194908142
249,1.329199194908142
250,1.329199194908142
251,1.329199194908142
252,1.329199194908142
253,1.329199194908142
254,1.329199194908142
255,1.329199194908142
256,1.329199194908142
257,1.329199194908142
258,1.329199194908142
259,1.329199194908142
260,1.329199194908142
261,1.329199194908142
262,1.316483974456787
263,1.316483974456787
264,1.316483974456787
265,1.316483974456787
266,1.316483974456787
267,1.2944425344467163
268,1.2944425344467163
269,1.2944425344467163
270,1.2944425344467163
271,1.2944425344467163
272,1.2944425344467163
273,1.255528211593628
274,1.255528211593628
275,1.255528211593628
276,1.255528211593628
277,1.255528211593628
278,1.255528211593628
279,1.255528211593628
280,1.255528211593628
281,1.255528211593628
282,1.255528211593628
283,1.255528211593628
284,1.255528211593628
285,1.255528211593628
286,1.255528211593628
287,1.255528211593628
288,1.255528211593628
289,1.255528211593628
290,1.255528211593628
291,1.255528211593628
292,1.255528211593628
293,1.255528211593628
294,1.255528211593628
