Generation,Log Loss
0,2.3879830837249756
1,2.3879830837249756
2,2.3879830837249756
3,2.3451921939849854
4,2.3451921939849854
5,2.3451921939849854
6,2.2983551025390625
7,2.2983551025390625
8,2.2983551025390625
9,2.2983551025390625
10,2.297301769256592
11,2.297301769256592
12,2.297301769256592
13,2.297301769256592
14,2.297301769256592
15,2.297301769256592
16,2.297301769256592
17,2.297301769256592
18,2.297301769256592
19,2.297301769256592
20,2.297301769256592
21,2.297301769256592
22,2.297301769256592
23,2.297301769256592
24,2.297301769256592
25,2.297301769256592
26,2.297301769256592
27,2.297301769256592
28,2.297301769256592
29,2.297301769256592
30,2.297301769256592
31,2.297301769256592
32,2.297301769256592
33,2.297301769256592
34,2.297301769256592
35,2.297301769256592
36,2.297301769256592
37,2.297301769256592
38,2.297301769256592
39,2.2815167903900146
40,2.2815167903900146
41,2.2815167903900146
42,2.2815167903900146
43,2.2815167903900146
44,2.2815167903900146
45,2.2815167903900146
46,2.2815167903900146
47,2.2815167903900146
48,2.2815167903900146
49,2.2815167903900146
50,2.2815167903900146
51,2.2815167903900146
52,2.2815167903900146
53,2.2815167903900146
54,2.2815167903900146
55,2.2815167903900146
56,2.2815167903900146
57,2.2815167903900146
58,2.2815167903900146
59,2.2815167903900146
60,2.279637098312378
61,2.279637098312378
62,2.279637098312378
63,2.279637098312378
64,2.279637098312378
65,2.279637098312378
66,2.279637098312378
67,2.279637098312378
68,2.279637098312378
69,2.279637098312378
70,2.279637098312378
71,2.279637098312378
72,2.279637098312378
73,2.279637098312378
74,2.279637098312378
75,2.279637098312378
76,2.279637098312378
77,2.279637098312378
78,2.279637098312378
79,2.279637098312378
80,2.279637098312378
81,2.279637098312378
82,2.279637098312378
83,2.279637098312378
84,2.279637098312378
85,2.279637098312378
86,2.279637098312378
87,2.279637098312378
88,2.2756869792938232
89,2.2756869792938232
90,2.2756869792938232
91,2.2756869792938232
92,2.2756869792938232
93,2.2388999462127686
94,2.2388999462127686
95,2.2388999462127686
96,2.2388999462127686
97,2.2388999462127686
98,2.2388999462127686
99,2.2388999462127686
100,2.2388999462127686
101,2.2388999462127686
102,2.2388999462127686
103,2.2388999462127686
104,2.2388999462127686
105,2.2388999462127686
106,2.2388999462127686
107,2.2388999462127686
108,2.2388999462127686
109,2.2388999462127686
110,2.2388999462127686
111,2.2388999462127686
112,2.2388999462127686
113,2.2388999462127686
114,2.2388999462127686
115,2.2388999462127686
116,2.2388999462127686
117,2.2388999462127686
118,2.2388999462127686
119,2.2388999462127686
120,2.2388999462127686
121,2.2388999462127686
122,2.2388999462127686
123,2.2388999462127686
124,2.2388999462127686
125,2.2388999462127686
126,2.2388999462127686
127,2.2388999462127686
128,2.2388999462127686
129,2.2388999462127686
130,2.2388999462127686
131,2.2388999462127686
132,2.2388999462127686
133,2.2388999462127686
134,2.2388999462127686
135,2.2388999462127686
136,2.2388999462127686
137,2.2388999462127686
138,2.2388999462127686
139,2.2388999462127686
140,2.2388999462127686
141,2.2388999462127686
142,2.2388999462127686
143,2.2388999462127686
144,2.2388999462127686
145,2.2388999462127686
146,2.2388999462127686
147,2.2388999462127686
148,2.2388999462127686
149,2.2388999462127686
150,2.2388999462127686
151,2.2388999462127686
152,2.2388999462127686
153,2.2388999462127686
154,2.2388999462127686
155,2.2388999462127686
156,2.2388999462127686
157,2.2388999462127686
158,2.2388999462127686
159,2.2388999462127686
160,2.2388999462127686
161,2.2388999462127686
162,2.2388999462127686
163,2.2388999462127686
164,2.2388999462127686
165,2.2388999462127686
166,2.2388999462127686
167,2.2388999462127686
168,2.2388999462127686
169,2.2388999462127686
170,2.2388999462127686
171,2.2388999462127686
172,2.2388999462127686
173,2.2388999462127686
174,2.2388999462127686
175,2.2388999462127686
176,2.2388999462127686
177,2.2388999462127686
178,2.2388999462127686
179,2.2388999462127686
180,2.2388999462127686
181,2.2388999462127686
182,2.2388999462127686
183,2.2388999462127686
184,2.2388999462127686
185,2.2388999462127686
186,2.2388999462127686
187,2.2388999462127686
188,2.2388999462127686
189,2.2388999462127686
190,2.2388999462127686
191,2.2388999462127686
192,2.2388999462127686
193,2.2388999462127686
194,2.2388999462127686
195,2.2388999462127686
196,2.2388999462127686
197,2.2388999462127686
198,2.2388999462127686
